abstractText,acquisitionStart,acquisitionEnd,catalogs,collectionName,collectionLongName,datasetId,datasetAlias,datasetCategoryName,dataOwner,dateUpdated,doiNumber,ingestFrequency,keywords,legacyId,sceneCount,spatialBounds,temporalCoverage,supportCloudCover,supportDeletionSearch,allowInKmz
,0021-09-16,,['HDDS'],200903_RedRiver_Flooding,200903_RedRiver_Flooding,5ee6c536278ef3bc,event331,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6638.0,1270103,"{'north': 49.849273378, 'east': -94.634621628, 'south': 45.721954, 'west': -98.7780869}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200905_California_Fires,200905_California_Fires,5ee6c537c632d811,event336,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6641.0,1270103,"{'north': 35.623101229, 'east': -118.40203947, 'south': 33.556924507, 'west': -121.234270592}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200908_California_Fires,200908_California_Fires,5ee6c5388ae3f03a,event343,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6644.0,1270103,"{'north': 41.443464, 'east': -119.070487781, 'south': 36.459068115, 'west': -123.479725809}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200908_Hurricane_Felicia,200908_Hurricane_Felicia,5ee6c539b6f9d6f1,event341,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6647.0,1270103,"{'north': 22.645757692, 'east': -153.197182009, 'south': 17.800389385, 'west': -161.481027568}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200908_Hurricane_Test,200908_Hurricane_Test,5ee6c53ab3b284de,event340,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",7640.0,0,,,True,False,True
,0021-09-16,,['HDDS'],200909_Flooding_GA,200909_Flooding_GA,5ee6c53be1d782b8,event354,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6700.0,1270103,"{'north': 35.216734, 'east': -83.457202, 'south': 33.075438, 'west': -85.752555}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200909_Indonesia_Earthquake,200909_Indonesia_Earthquake,5ee6c53c6ac46de7,event356,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6703.0,1270103,"{'north': 5.301911948, 'east': 105.263636999, 'south': -6.746523984, 'west': 94.403243017}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200909_Samoa_Tsunami,200909_Samoa_Tsunami,5ee6c53d943f45f0,event355,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6706.0,1270103,"{'north': -12.054260137, 'east': -170.029852091, 'south': -15.422372685, 'west': -173.946221145}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200911_Floods_ElSalvador,200911_Floods_ElSalvador,5ee6c53ecaff0bd9,event363,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6709.0,1270103,"{'north': 14.344456, 'east': -88.267452, 'south': 13.155562, 'west': -89.152589}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200911_Floods_LA,200911_Floods_LA,5ee6c53f238d43c6,event360,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6712.0,60,"{'north': 33.472061, 'east': -90.679805, 'south': 29.119622, 'west': -94.453652}","[""2009-11-04 00:00:00-06"",""2021-04-07 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],200911_Floods_MidAtlantic,200911_Floods_MidAtlantic,5ee6c540cce09fc5,event364,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6715.0,1270103,"{'north': 37.004433, 'east': -74.988417, 'south': 34.557104, 'west': -82.666768}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],2009_Howard_Hanson_Dam_WA,2009_Howard_Hanson_Dam_WA,5ee6c541696bab3f,event357,2009 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6718.0,1270103,"{'north': 47.505067, 'east': -122.123918, 'south': 47.267806, 'west': -122.345767}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201001_Earthquake_Haiti,201001_Earthquake_Haiti,5ee6c542e486b692,event488,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6581.0,1270103,"{'north': 21.19333391, 'east': -70.101672218, 'south': 16.369197371, 'west': -74.571090955}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201002_Earthquake_Chile,201002_Earthquake_Chile,5ee6c543ca9491dc,event499,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6584.0,1270103,"{'north': -23.141386, 'east': 71.699514, 'south': -42.746564992, 'west': -79.002782}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201003_Floods_UpperMidwest,201003_Floods_UpperMidwest,5ee6c5442337f64c,event501,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6587.0,1270103,"{'north': 48.939674, 'east': -94.416205069, 'south': 42.162961048, 'west': -100.209034148}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201004_Earthquake_China,201004_Earthquake_China,5ee6c5457bc2e764,event512,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6590.0,1270103,"{'north': 33.330875, 'east': 97.135640997, 'south': 32.888646003, 'west': 96.275468021}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201004_Earthquake_Mexico,201004_Earthquake_Mexico,5ee6c546108f2eab,event508,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6593.0,1270103,"{'north': 34.155063143, 'east': -112.681708709, 'south': 30.731299884, 'west': -117.663872}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201004_Floods_Northeast,201004_Floods_Northeast,5ee6c547b02fbd7f,event503,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6596.0,1270103,"{'north': 43.518881, 'east': -69.720594664, 'south': 40.687408896, 'west': -72.939712741}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201004_Oilspill_GulfOfMexico,201004_Oilspill_GulfOfMexico,5ee6c548c555c428,event514,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6599.0,1270103,"{'north': 63.267458, 'east': -39.845802, 'south': 22.121270499, 'west': -96.108055}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201005_Floods_Southeast,201005_Floods_Southeast,5ee6c549e5068a8a,event515,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6602.0,1270103,"{'north': 39.902558418, 'east': -81.565266335, 'south': 33.588160177, 'west': -91.840588993}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201006_Fires_AZ,201006_Fires_AZ,5ee6c54a3d44af60,event519,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6513.0,1270103,"{'north': 37.034386729, 'east': -108.706536064, 'south': 33.59368839, 'west': -113.508033622}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201007_Fires_CA,201007_Fires_CA,5ee6c54bce3c638b,event603,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6516.0,1270103,"{'north': 35.230829, 'east': -118.064998, 'south': 34.55491, 'west': -118.879187}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201007_Fires_WA,201007_Fires_WA,5ee6c54cc61cac89,event602,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6522.0,1270103,"{'north': 48.449879045, 'east': -118.521164827, 'south': 45.004654804, 'west': -122.417975409}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201007_Floods_MX_TX,201007_Floods_MX_TX,5ee6c54d590394a7,event601,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6525.0,1270103,"{'north': 29.855521472, 'east': -95.353189941, 'south': 23.557388331, 'west': -102.959624783}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201007_Floods_Pakistan,201007_Floods_Pakistan,5ee6c54ed674c60a,event604,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6528.0,1270103,"{'north': 39.921952543, 'east': 78.693111278, 'south': 22.11139857, 'west': 61.468747}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201008_Hurricane_Earl,201008_Hurricane_Earl,5ee6c54faa92b05b,event608,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6531.0,1270103,"{'north': 39.908712673, 'east': -61.161319486, 'south': 16.356713665, 'west': -79.833890087}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201009_Earthquake_New_Zealand,201009_Earthquake_New_Zealand,5ee6c55076d1c92a,event614,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6534.0,1270103,"{'north': -41.915267, 'east': 175.160085088, 'south': -44.231788555, 'west': 171.790468883}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201009_Fires_CO,201009_Fires_CO,5ee6c551666552cf,event615,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6537.0,1270103,"{'north': 41.323404763, 'east': -102.699622547, 'south': 39.31140722, 'west': -107.316174378}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201009_Floods_MN,201009_Floods_MN,5ee6c552ec85b250,event618,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6540.0,1270103,"{'north': 45.601671903, 'east': -90.328881063, 'south': 43.58629009, 'west': -95.142795535}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201009_Floods_Slovenia,201009_Floods_Slovenia,5ee6c5534c74fb23,event616,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6543.0,1270103,"{'north': 47.017872987, 'east': 16.862109624, 'south': 45.004408007, 'west': 13.483935555}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201009_Floods_WI,201009_Floods_WI,5ee6c55463d0a924,event617,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6546.0,1270103,"{'north': 45.602612397, 'east': 126.052703, 'south': 11.024892, 'west': -93.543272595}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201009_Hurricane_Igor,201009_Hurricane_Igor,5ee6c555e2311257,event619,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6549.0,1270103,"{'north': 48.506611894, 'east': -52.062961155, 'south': 46.362234911, 'west': -55.626588467}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201010_Floods_Thailand,201010_Floods_Thailand,5ee6c556b2022edb,event623,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6552.0,1270103,"{'north': 16.883710322, 'east': 106.94218955, 'south': 12.032200148, 'west': 97.777216117}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201010_NRDA,201010_NRDA,5ee6c557695436da,event622,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6555.0,1270103,"{'north': 30.853718, 'east': -83.884839, 'south': 28.856025, 'west': -94.816433}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201010_NRDA_Chandeleur_Islands,201010_NRDA_Chandeleur_Islands,5ee6c558a0fcbe15,event832,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6558.0,1270103,"{'north': 30.243333, 'east': -88.806667, 'south': 29.59, 'west': -89.01}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
,0021-09-16,,['HDDS'],201010_Tsunami_Indonesia,201010_Tsunami_Indonesia,5ee6c559ee14dd0d,event624,2010 Events,DMID,2020-04-07 18:02:02.614856-05,,P1D,"None,U.S. Geological Survey (USGS),Earth Resources Observation and Science (EROS) Center,Imagery,Image Map,ISO 19115 Topic Category,010,imageryBaseMapsEarthCover",6561.0,1270103,"{'north': -1.931841002, 'east': 101.29897998, 'south': -3.87223599, 'west': 99.01248}","[""1897-04-05 00:00:00-06"",""2020-06-30 00:00:00-05""]",True,False,True
